index,GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),ALCOHOLTYPE (CODE),ALCOHOLTYPE (DISPLAY),ALCOHOLTYPE (URL),NATIONALSYSTEMTYPE (CODE),NATIONALSYSTEMTYPE (DISPLAY),NATIONALSYSTEMTYPE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
103,SA_0000001423,"Age-standardized DALYs, falls, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,BTSX,Both sexes,,,,,,,,143,143.00000,,,,,
104,SA_0000001424,"Age-standardized DALYs, fires, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,FMLE,Female,,,,,,,,177,177.00000,,,,,
105,SA_0000001424,"Age-standardized DALYs, fires, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,BTSX,Both sexes,,,,,,,,202,202.00000,,,,,
106,SA_0000001424,"Age-standardized DALYs, fires, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,MLE,Male,,,,,,,,226,226.00000,,,,,
107,SA_0000001425,"Age-standardized DALYs, ischaemic heart disease, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,BTSX,Both sexes,,,,,,,,1076,1076.00000,,,,,
108,SA_0000001425,"Age-standardized DALYs, ischaemic heart disease, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,FMLE,Female,,,,,,,,860,860.00000,,,,,
109,SA_0000001425,"Age-standardized DALYs, ischaemic heart disease, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,MLE,Male,,,,,,,,1313,1313.00000,,,,,
110,SA_0000001426,"Age-standardized DALYs, liver cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,FMLE,Female,,,,,,,,74.6,74.60000,,,,,
111,SA_0000001426,"Age-standardized DALYs, liver cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,BTSX,Both sexes,,,,,,,,148.5,148.50000,,,,,
112,SA_0000001426,"Age-standardized DALYs, liver cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,MLE,Male,,,,,,,,230.6,230.60000,,,,,
113,SA_0000001427,"Age-standardized DALYs, liver cirrhosis, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,BTSX,Both sexes,,,,,,,,132,132.00000,,,,,
114,SA_0000001427,"Age-standardized DALYs, liver cirrhosis, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,MLE,Male,,,,,,,,189,189.00000,,,,,
115,SA_0000001427,"Age-standardized DALYs, liver cirrhosis, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,FMLE,Female,,,,,,,,77,77.00000,,,,,
116,SA_0000001429,"Age-standardized DALYs, mouth and oropharynx cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,BTSX,Both sexes,,,,,,,,70,70.00000,,,,,
117,SA_0000001429,"Age-standardized DALYs, mouth and oropharynx cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,MLE,Male,,,,,,,,110,110.00000,,,,,
118,SA_0000001429,"Age-standardized DALYs, mouth and oropharynx cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,FMLE,Female,,,,,,,,32,32.00000,,,,,
119,SA_0000001430,"Age-standardized DALYs, oesophagus cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,FMLE,Female,,,,,,,,10,10.00000,,,,,
120,SA_0000001430,"Age-standardized DALYs, oesophagus cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,MLE,Male,,,,,,,,30,30.00000,,,,,
121,SA_0000001430,"Age-standardized DALYs, oesophagus cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,BTSX,Both sexes,,,,,,,,19,19.00000,,,,,
122,SA_0000001435,"Age-standardized DALYs, other unintentional injuries, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,FMLE,Female,,,,,,,,575,575.00000,,,,,
123,SA_0000001435,"Age-standardized DALYs, other unintentional injuries, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,BTSX,Both sexes,,,,,,,,778,778.00000,,,,,
124,SA_0000001435,"Age-standardized DALYs, other unintentional injuries, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,MLE,Male,,,,,,,,985,985.00000,,,,,
125,SA_0000001431,"Age-standardized DALYs, poisoning, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,BTSX,Both sexes,,,,,,,,182,182.00000,,,,,
126,SA_0000001431,"Age-standardized DALYs, poisoning, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,FMLE,Female,,,,,,,,144,144.00000,,,,,
127,SA_0000001431,"Age-standardized DALYs, poisoning, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,MLE,Male,,,,,,,,220,220.00000,,,,,
128,SA_0000001433,"Age-standardized DALYs, road traffic accidents, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,BTSX,Both sexes,,,,,,,,861,861.00000,,,,,
129,SA_0000001433,"Age-standardized DALYs, road traffic accidents, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,FMLE,Female,,,,,,,,503,503.00000,,,,,
130,SA_0000001433,"Age-standardized DALYs, road traffic accidents, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,MLE,Male,,,,,,,,1230,1230.00000,,,,,
131,SA_0000001434,"Age-standardized DALYs, self-inflicted injury, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,MLE,Male,,,,,,,,199,199.00000,,,,,
132,SA_0000001434,"Age-standardized DALYs, self-inflicted injury, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,FMLE,Female,,,,,,,,110,110.00000,,,,,
133,SA_0000001434,"Age-standardized DALYs, self-inflicted injury, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,BTSX,Both sexes,,,,,,,,154,154.00000,,,,,
134,SA_0000001432,"Age-standardized DALYs, prematurity and low birth rate, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,FMLE,Female,,,,,,,,944,944.00000,,,,,
135,SA_0000001432,"Age-standardized DALYs, prematurity and low birth rate, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,MLE,Male,,,,,,,,901,901.00000,,,,,
136,SA_0000001432,"Age-standardized DALYs, prematurity and low birth rate, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,BTSX,Both sexes,,,,,,,,922,922.00000,,,,,
137,SA_0000001417,"Alcohol, patterns of drinking score",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/461,PUBLISHED,Published,,2010,2010,,AFR,Africa,,,2010,2010,,,NGA,Nigeria,,,,,,,,,,,3- medium risky,,,,,,
138,SA_0000001402,"Alcohol, estimate of five-year change in recorded per capita (15+) consumption 2006-2010",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/463,PUBLISHED,Published,,2006-2010,2006-2010,,AFR,Africa,,,2006,2010,,,NGA,Nigeria,,,,,,,,,,,stable,,,,,,
139,SA_0000001401,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), three-year average",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2003-2005,2003-2005,,AFR,Africa,,,2003,2005,,,NGA,Nigeria,,,,,,,,,,,9.8,9.80000,,,,,
140,SA_0000001401,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), three-year average",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2008-2010,2008-2010,,AFR,Africa,,,2008,2010,,,NGA,Nigeria,,,,,,,,,,,9.1,9.10000,,,,,
141,SA_0000001403,"Alcohol, total (recorded 3 year average + unrecorded) per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/465,PUBLISHED,Published,,2008-2010,2008-2010,,AFR,Africa,,,2008,2010,,,NGA,Nigeria,,MLE,Male,,,,,,,,14.9,14.90000,,,,,
142,SA_0000001403,"Alcohol, total (recorded 3 year average + unrecorded) per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/465,PUBLISHED,Published,,2008-2010,2008-2010,,AFR,Africa,,,2008,2010,,,NGA,Nigeria,,FMLE,Female,,,,,,,,5.1,5.10000,,,,,
143,SA_0000001403,"Alcohol, total (recorded 3 year average + unrecorded) per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/465,PUBLISHED,Published,,2003-2005,2003-2005,,AFR,Africa,,,2003,2005,,,NGA,Nigeria,,BTSX,Both sexes,,,,,,,,12.3,12.30000,,,,,
144,SA_0000001403,"Alcohol, total (recorded 3 year average + unrecorded) per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/465,PUBLISHED,Published,,2008-2010,2008-2010,,AFR,Africa,,,2008,2010,,,NGA,Nigeria,,BTSX,Both sexes,,,,,,,,10.1,10.10000,,,,,
145,SA_0000001406,"Alcohol, unrecorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/466,PUBLISHED,Published,,2005,2005,,AFR,Africa,,,2005,2005,,,NGA,Nigeria,,,,,,,,,,,2.5,2.50000,,,,,
146,SA_0000001406,"Alcohol, unrecorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/466,PUBLISHED,Published,,2010,2010,,AFR,Africa,,,2010,2010,,,NGA,Nigeria,,,,,,,,,,,1.0,1.00000,,,,,
147,SA_0000001405,"Alcohol, tourist consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2322,PUBLISHED,Published,,2010,2010,,AFR,Africa,,,2010,2010,,,NGA,Nigeria,,,,,,,,,,,,,,,,,missing data
148,SA_0000001406,"Alcohol, unrecorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/466,PUBLISHED,Published,,2015,2015,,AFR,Africa,,,2015,2015,,,NGA,Nigeria,,,,,,,,,,,1.4,1.40000,,,,,
149,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1995,1995,,AFR,Africa,,,1995,1995,,,NGA,Nigeria,,,,,SA_SPIRITS,Spirits,,,,,0.03,0.03000,,,,,
150,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1979,1979,,AFR,Africa,,,1979,1979,,,NGA,Nigeria,,,,,SA_TOTAL,All types,,,,,8.18,8.18000,,,,,
151,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1962,1962,,AFR,Africa,,,1962,1962,,,NGA,Nigeria,,,,,SA_WINE,Wine,,,,,0,0.00000,,,,,
152,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1979,1979,,AFR,Africa,,,1979,1979,,,NGA,Nigeria,,,,,SA_SPIRITS,Spirits,,,,,0.01,0.01000,,,,,
153,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1996,1996,,AFR,Africa,,,1996,1996,,,NGA,Nigeria,,,,,SA_BEER,Beer,,,,,0.67,0.67000,,,,,
154,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1988,1988,,AFR,Africa,,,1988,1988,,,NGA,Nigeria,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,5.67,5.67000,,,,,
155,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1968,1968,,AFR,Africa,,,1968,1968,,,NGA,Nigeria,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,4.12,4.12000,,,,,
156,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1981,1981,,AFR,Africa,,,1981,1981,,,NGA,Nigeria,,,,,SA_WINE,Wine,,,,,0.01,0.01000,,,,,
157,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1995,1995,,AFR,Africa,,,1995,1995,,,NGA,Nigeria,,,,,SA_TOTAL,All types,,,,,8.77,8.77000,,,,,
158,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1999,1999,,AFR,Africa,,,1999,1999,,,NGA,Nigeria,,,,,SA_SPIRITS,Spirits,,,,,0.01,0.01000,,,,,
159,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1963,1963,,AFR,Africa,,,1963,1963,,,NGA,Nigeria,,,,,SA_TOTAL,All types,,,,,4.37,4.37000,,,,,
160,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1975,1975,,AFR,Africa,,,1975,1975,,,NGA,Nigeria,,,,,SA_SPIRITS,Spirits,,,,,0.03,0.03000,,,,,
161,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1982,1982,,AFR,Africa,,,1982,1982,,,NGA,Nigeria,,,,,SA_TOTAL,All types,,,,,8.51,8.51000,,,,,
162,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1998,1998,,AFR,Africa,,,1998,1998,,,NGA,Nigeria,,,,,SA_TOTAL,All types,,,,,10.31,10.31000,,,,,
163,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1991,1991,,AFR,Africa,,,1991,1991,,,NGA,Nigeria,,,,,SA_BEER,Beer,,,,,0.71,0.71000,,,,,
164,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1988,1988,,AFR,Africa,,,1988,1988,,,NGA,Nigeria,,,,,SA_BEER,Beer,,,,,1.08,1.08000,,,,,
165,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1970,1970,,AFR,Africa,,,1970,1970,,,NGA,Nigeria,,,,,SA_WINE,Wine,,,,,0.01,0.01000,,,,,
166,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1976,1976,,AFR,Africa,,,1976,1976,,,NGA,Nigeria,,,,,SA_BEER,Beer,,,,,0.60,0.60000,,,,,
167,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1967,1967,,AFR,Africa,,,1967,1967,,,NGA,Nigeria,,,,,SA_TOTAL,All types,,,,,4.24,4.24000,,,,,
168,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1991,1991,,AFR,Africa,,,1991,1991,,,NGA,Nigeria,,,,,SA_SPIRITS,Spirits,,,,,0.01,0.01000,,,,,
169,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1983,1983,,AFR,Africa,,,1983,1983,,,NGA,Nigeria,,,,,SA_TOTAL,All types,,,,,7.46,7.46000,,,,,
170,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1992,1992,,AFR,Africa,,,1992,1992,,,NGA,Nigeria,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,8.41,8.41000,,,,,
171,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1972,1972,,AFR,Africa,,,1972,1972,,,NGA,Nigeria,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,4.79,4.79000,,,,,
172,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1974,1974,,AFR,Africa,,,1974,1974,,,NGA,Nigeria,,,,,SA_WINE,Wine,,,,,0.01,0.01000,,,,,
173,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1987,1987,,AFR,Africa,,,1987,1987,,,NGA,Nigeria,,,,,SA_SPIRITS,Spirits,,,,,0.01,0.01000,,,,,
174,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1971,1971,,AFR,Africa,,,1971,1971,,,NGA,Nigeria,,,,,SA_TOTAL,All types,,,,,5.01,5.01000,,,,,
175,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1983,1983,,AFR,Africa,,,1983,1983,,,NGA,Nigeria,,,,,SA_SPIRITS,Spirits,,,,,0,0.00000,,,,,
176,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1992,1992,,AFR,Africa,,,1992,1992,,,NGA,Nigeria,,,,,SA_BEER,Beer,,,,,0.72,0.72000,,,,,
177,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1975,1975,,AFR,Africa,,,1975,1975,,,NGA,Nigeria,,,,,SA_TOTAL,All types,,,,,7.04,7.04000,,,,,
178,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1995,1995,,AFR,Africa,,,1995,1995,,,NGA,Nigeria,,,,,SA_BEER,Beer,,,,,0.68,0.68000,,,,,
