index,GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),INADEQUACY (CODE),INADEQUACY (DISPLAY),INADEQUACY (URL),ENVCAUSE (CODE),ENVCAUSE (DISPLAY),ENVCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
71,AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,98801 [60664–140429],98800.63428,60663.66406,140428.8438,,,
72,AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,305414 [259656–352832],305414.45950,259655.6875,352831.875,,,
73,AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,,,,ENVCAUSE114,Stroke,,218557 [187193–251267],218556.61770,187192.75,251266.7344,,,
74,AIR_9,Ambient air pollution attributable DALYs  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,,,,ENVCAUSE000,Total,,4157 [3427–4940],4157.16846,3427.02637,4940.30762,,,
75,AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,243 [149–346],243.38014,149.43559,345.92477,,,
76,AIR_8,Ambient air pollution attributable DALYs  in children under 5 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,2334180 [1839752–2846815],2334180.00000,1839751.625,2846815.0,,,
77,AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,827 [707–951],826.67993,706.7973,951.1275,,,
78,AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,,,,ENVCAUSE000,Total,,3917165 [3229176–4655092],3917165.19800,3229176.0,4655092.0,,,
79,AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,240 [147–341],239.96539,147.33891,341.07132,,,
80,AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,247 [152–351],247.02188,151.67163,351.10095,,,
81,WSH_20_SAN,Attributable fraction of diarrhoea to inadequate sanitation,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5282,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,YEARSALL,All age groups (total),,BTSX,Both sexes,,,,,,,,INADEQUATE_SANITATION,Inadequate sanitation,,,,,0.35 [0.32-0.38],0.35000,0.32,0.38,,,
82,WSH_30_WAT,Number of diarrhoea DALYs from inadequate water,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,YEARSALL,All age groups (total),,FMLE,Female,,,,,,,,INADEQUATE_WATER,Inadequate water,,,,,2 235 407,2235407.34900,,,,,
83,WSH_30_WAT,Number of diarrhoea DALYs from inadequate water,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,YEARSUNDER5,<5 years,,BTSX,Both sexes,,,,,,,,INADEQUATE_WATER,Inadequate water,,,,,2871 955,2871954.95600,,,,,
84,WSH_10,"Number of diarrhoea deaths from inadequate water, sanitation and hygiene",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,YEARSALL,All age groups (total),,FMLE,Female,,,,,,,,INADEQUATE_WSH,"Inadequate water, sanitation and hygiene",,,,,56142,56142.15979,,,,,
85,WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,YEARSALL,All age groups (total),,MLE,Male,,,,,,,,INADEQUATE_WSH,"Inadequate water, sanitation and hygiene",,,,,4 179 781,4179781.03600,,,,,
86,WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,YEARSALL,All age groups (total),,FMLE,Female,,,,,,,,INADEQUATE_WSH,"Inadequate water, sanitation and hygiene",,,,,3 606 352,3606351.62900,,,,,
87,WSH_20,"Attributable fraction of diarrhoea to inadequate water, sanitation and hygiene",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5282,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,YEARSALL,All age groups (total),,BTSX,Both sexes,,,,,,,,INADEQUATE_WSH,"Inadequate water, sanitation and hygiene",,,,,0.67 [0.51-0.81],0.67000,0.51,0.81,,,
88,AIR_45,Ambient air pollution attributable YLLs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,645 284,645284.36720,,,,,
89,AIR_45,Ambient air pollution attributable YLLs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,,,,ENVCAUSE114,Stroke,,388 881,388881.08400,,,,,
90,AIR_45,Ambient air pollution attributable YLLs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,,,,ENVCAUSE000,Total,,3587355 [2972508-4256878],3587355.00000,2972508.0,4256878.0,,,
91,AIR_45,Ambient air pollution attributable YLLs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,68 045,68045.45654,,,,,
92,WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4819,,,,PUBLISHED,Published,,2001.0,2001,,AFR,2001,2001,Africa,,,,,NGA,Nigeria,,,,,,,,RUR,Rural,,,,,,,,,,,11,11.44693,,,,,
93,WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4819,,,,PUBLISHED,Published,,2001.0,2001,,AFR,2001,2001,Africa,,,,,NGA,Nigeria,,,,,,,,URB,Urban,,,,,,,,,,,24,23.50335,,,,,
94,WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4819,,,,PUBLISHED,Published,,2004.0,2004,,AFR,2004,2004,Africa,,,,,NGA,Nigeria,,,,,,,,RUR,Rural,,,,,,,,,,,12,12.33239,,,,,
95,WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4819,,,,PUBLISHED,Published,,2004.0,2004,,AFR,2004,2004,Africa,,,,,NGA,Nigeria,,,,,,,,URB,Urban,,,,,,,,,,,24,23.71659,,,,,
96,WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4819,,,,PUBLISHED,Published,,2007.0,2007,,AFR,2007,2007,Africa,,,,,NGA,Nigeria,,,,,,,,RUR,Rural,,,,,,,,,,,13,13.17812,,,,,
97,WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4819,,,,PUBLISHED,Published,,2007.0,2007,,AFR,2007,2007,Africa,,,,,NGA,Nigeria,,,,,,,,URB,Urban,,,,,,,,,,,24,23.92983,,,,,
98,WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4819,,,,PUBLISHED,Published,,2009.0,2009,,AFR,2009,2009,Africa,,,,,NGA,Nigeria,,,,,,,,TOTL,Total,,,,,,,,,,,18,18.12864,,,,,
99,WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4819,,,,PUBLISHED,Published,,2010.0,2010,,AFR,2010,2010,Africa,,,,,NGA,Nigeria,,,,,,,,RUR,Rural,,,,,,,,,,,14,13.98414,,,,,
100,WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4819,,,,PUBLISHED,Published,,2012.0,2012,,AFR,2012,2012,Africa,,,,,NGA,Nigeria,,,,,,,,TOTL,Total,,,,,,,,,,,19,18.92711,,,,,
101,WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4819,,,,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,,,,NGA,Nigeria,,,,,,,,RUR,Rural,,,,,,,,,,,15,14.75044,,,,,
102,WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4819,,,,PUBLISHED,Published,,2015.0,2015,,AFR,2015,2015,Africa,,,,,NGA,Nigeria,,,,,,,,TOTL,Total,,,,,,,,,,,20,19.66867,,,,,
103,WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4819,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,,,,RUR,Rural,,,,,,,,,,,15,15.47703,,,,,
104,WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4819,,,,PUBLISHED,Published,,2017.0,2017,,AFR,2017,2017,Africa,,,,,NGA,Nigeria,,,,,,,,URB,Urban,,,,,,,,,,,25,24.64063,,,,,
105,WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2000.0,2000,,AFR,2000,2000,Africa,,,,,NGA,Nigeria,,,,,,,,TOTL,Total,,,,,,,,,,,48,48.15100,,,,,
106,WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2001.0,2001,,AFR,2001,2001,Africa,,,,,NGA,Nigeria,,,,,,,,RUR,Rural,,,,,,,,,,,36,36.04023,,,,,
107,WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,,,,NGA,Nigeria,,,,,,,,TOTL,Total,,,,,,,,,,,52,52.07790,,,,,
108,WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2004.0,2004,,AFR,2004,2004,Africa,,,,,NGA,Nigeria,,,,,,,,RUR,Rural,,,,,,,,,,,40,39.65898,,,,,
109,WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2005.0,2005,,AFR,2005,2005,Africa,,,,,NGA,Nigeria,,,,,,,,URB,Urban,,,,,,,,,,,77,76.67516,,,,,
110,WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2006.0,2006,,AFR,2006,2006,Africa,,,,,NGA,Nigeria,,,,,,,,TOTL,Total,,,,,,,,,,,56,56.25124,,,,,
111,WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2007.0,2007,,AFR,2007,2007,Africa,,,,,NGA,Nigeria,,,,,,,,RUR,Rural,,,,,,,,,,,43,43.29959,,,,,
112,WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,,,,NGA,Nigeria,,,,,,,,URB,Urban,,,,,,,,,,,79,79.32092,,,,,
113,WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2009.0,2009,,AFR,2009,2009,Africa,,,,,NGA,Nigeria,,,,,,,,TOTL,Total,,,,,,,,,,,60,60.41964,,,,,
114,WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,,,,NGA,Nigeria,,,,,,,,URB,Urban,,,,,,,,,,,82,82.00147,,,,,
115,WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2012.0,2012,,AFR,2012,2012,Africa,,,,,NGA,Nigeria,,,,,,,,TOTL,Total,,,,,,,,,,,65,64.56734,,,,,
116,WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2014.0,2014,,AFR,2014,2014,Africa,,,,,NGA,Nigeria,,,,,,,,URB,Urban,,,,,,,,,,,85,84.71683,,,,,
117,WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2015.0,2015,,AFR,2015,2015,Africa,,,,,NGA,Nigeria,,,,,,,,TOTL,Total,,,,,,,,,,,69,68.66927,,,,,
118,WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2017.0,2017,,AFR,2017,2017,Africa,,,,,NGA,Nigeria,,,,,,,,RUR,Rural,,,,,,,,,,,56,55.59291,,,,,
119,WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2017.0,2017,,AFR,2017,2017,Africa,,,,,NGA,Nigeria,,,,,,,,URB,Urban,,,,,,,,,,,87,87.46699,,,,,
120,WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2000.0,2000,,AFR,2000,2000,Africa,,,,,NGA,Nigeria,,,,,,,,RUR,Rural,,,,,,,,,,,25,25.11596,,,,,
121,WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2000.0,2000,,AFR,2000,2000,Africa,,,,,NGA,Nigeria,,,,,,,,URB,Urban,,,,,,,,,,,24,23.61079,,,,,
122,WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,,,,NGA,Nigeria,,,,,,,,RUR,Rural,,,,,,,,,,,25,24.93314,,,,,
123,WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,,,,NGA,Nigeria,,,,,,,,URB,Urban,,,,,,,,,,,25,24.93793,,,,,
124,WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2005.0,2005,,AFR,2005,2005,Africa,,,,,NGA,Nigeria,,,,,,,,TOTL,Total,,,,,,,,,,,25,25.18979,,,,,
125,WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2006.0,2006,,AFR,2006,2006,Africa,,,,,NGA,Nigeria,,,,,,,,RUR,Rural,,,,,,,,,,,25,24.82586,,,,,
126,WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2006.0,2006,,AFR,2006,2006,Africa,,,,,NGA,Nigeria,,,,,,,,URB,Urban,,,,,,,,,,,26,26.05342,,,,,
127,WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,,,,NGA,Nigeria,,,,,,,,TOTL,Total,,,,,,,,,,,26,25.56720,,,,,
128,WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2009.0,2009,,AFR,2009,2009,Africa,,,,,NGA,Nigeria,,,,,,,,RUR,Rural,,,,,,,,,,,25,24.65166,,,,,
129,WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,,,,NGA,Nigeria,,,,,,,,TOTL,Total,,,,,,,,,,,26,25.93935,,,,,
130,WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2012.0,2012,,AFR,2012,2012,Africa,,,,,NGA,Nigeria,,,,,,,,RUR,Rural,,,,,,,,,,,24,24.41052,,,,,
131,WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2014.0,2014,,AFR,2014,2014,Africa,,,,,NGA,Nigeria,,,,,,,,TOTL,Total,,,,,,,,,,,26,26.30319,,,,,
132,WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2015.0,2015,,AFR,2015,2015,Africa,,,,,NGA,Nigeria,,,,,,,,RUR,Rural,,,,,,,,,,,24,24.10245,,,,,
133,WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,,,,URB,Urban,,,,,,,,,,,29,29.23154,,,,,
134,WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2017.0,2017,,AFR,2017,2017,Africa,,,,,NGA,Nigeria,,,,,,,,TOTL,Total,,,,,,,,,,,27,26.65462,,,,,
135,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2000.0,2000,,AFR,2000,2000,Africa,,,,,NGA,Nigeria,,,,,,,,RUR,Rural,,,,,,,,,,,29,29.22373,,,,,
136,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2001.0,2001,,AFR,2001,2001,Africa,,,,,NGA,Nigeria,,,,,,,,URB,Urban,,,,,,,,,,,30,30.33147,,,,,
137,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2002.0,2002,,AFR,2002,2002,Africa,,,,,NGA,Nigeria,,,,,,,,TOTL,Total,,,,,,,,,,,30,29.95070,,,,,
138,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2004.0,2004,,AFR,2004,2004,Africa,,,,,NGA,Nigeria,,,,,,,,URB,Urban,,,,,,,,,,,33,33.36496,,,,,
139,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2005.0,2005,,AFR,2005,2005,Africa,,,,,NGA,Nigeria,,,,,,,,TOTL,Total,,,,,,,,,,,31,31.44459,,,,,
140,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2007.0,2007,,AFR,2007,2007,Africa,,,,,NGA,Nigeria,,,,,,,,URB,Urban,,,,,,,,,,,37,36.51396,,,,,
141,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,,,,NGA,Nigeria,,,,,,,,TOTL,Total,,,,,,,,,,,33,33.10299,,,,,
142,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2010.0,2010,,AFR,2010,2010,Africa,,,,,NGA,Nigeria,,,,,,,,RUR,Rural,,,,,,,,,,,30,30.09961,,,,,
