index,GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),EDUCATIONLEVEL (CODE),EDUCATIONLEVEL (DISPLAY),EDUCATIONLEVEL (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),WEALTHQUINTILE (CODE),WEALTHQUINTILE (DISPLAY),WEALTHQUINTILE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
79,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,EDLVL00TO05YR,0-5 years,,,,,,,,,,,17.2,17.20000,,,,,
80,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,EDLVL12PLUSYR,12+ years,,,,,,,,,,,62.2,62.20000,,,,,
81,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2007.0,2007,,AFR,2007,2007,Africa,,NGA,Nigeria,,,,,,,,,,,URB,Urban,,,,,47.5,47.50000,,,,,
82,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2007.0,2007,,AFR,2007,2007,Africa,,NGA,Nigeria,,,,,EDLVL00TO05YR,0-5 years,,,,,,,,,,,33.8,33.80000,,,,,
83,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2007.0,2007,,AFR,2007,2007,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ3,Q3,,49.2,49.20000,,,,,
84,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2007.0,2007,,AFR,2007,2007,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ5,Q5 (Richest),,64.2,64.20000,,,,,
85,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,,,,,,,RUR,Rural,,,,,25.7,25.70000,,,,,
86,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,EDLVL12PLUSYR,12+ years,,,,,,,,,,,88.2,88.20000,,,,,
87,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ2,Q2,,55.0,55.00000,,,,,
88,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,22.0,22.00000,,,,,
89,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ3,Q3,,55.1,55.10000,,,,,
90,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,EDLVL06TO11YR,6-11 years,,,,,,,,,,,72.0,72.00000,,,,,
91,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,35.8,35.80000,,,,,
92,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,38.8,38.80000,,,,,
93,EQ_HOUSENETS,Households that have a bednet for sleeping (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,EDLVL06TO11YR,6-11 years,,,,,,,,,,,3.6,3.60000,,,,,
94,EQ_DTP3,Coverage of DTP3 immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4432,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ4,Q4,,74.2,74.20000,,,,,
95,EQ_MEAIMM,Coverage of measles immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4433,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2007.0,2007,,AFR,2007,2007,Africa,,NGA,Nigeria,,,,,EDLVL06TO11YR,6-11 years,,,,,,,,,,,85.1,85.10000,,,,,
96,EQ_MEAIMM,Coverage of measles immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4433,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2007.0,2007,,AFR,2007,2007,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,36.6,36.60000,,,,,
97,EQ_MEAIMM,Coverage of measles immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4433,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,RUR,Rural,,,,,37.5,37.50000,,,,,
98,EQ_MEAIMM,Coverage of measles immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4433,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,EDLVL06TO11YR,6-11 years,,,,,,,,,,,69.5,69.50000,,,,,
99,EQ_HOUSENETS,Households that have a bednet for sleeping (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,11.2,11.20000,,,,,
100,EQ_ITN,Households with at least one ITN for sleeping (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,EDLVL12PLUSYR,12+ years,,,,,,,,,,,1.6,1.61811,,,,,
101,EQ_ITN,Households with at least one ITN for sleeping (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ2,Q2,,1.2,1.17233,,,,,
102,EQ_ITN,Households with at least one ITN for sleeping (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2007.0,2007,,AFR,2007,2007,Africa,,NGA,Nigeria,,,,,,,,,,,URB,Urban,,,,,5.4,5.43723,,,,,
103,EQ_ITN,Households with at least one ITN for sleeping (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2007.0,2007,,AFR,2007,2007,Africa,,NGA,Nigeria,,,,,EDLVL00TO05YR,0-5 years,,,,,,,,,,,2.6,2.62087,,,,,
104,EQ_ITN,Households with at least one ITN for sleeping (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2007.0,2007,,AFR,2007,2007,Africa,,NGA,Nigeria,,,,,EDLVL12PLUSYR,12+ years,,,,,,,,,,,10.8,10.76391,,,,,
105,EQ_HOUSENETS,Households that have a bednet for sleeping (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2007.0,2007,,AFR,2007,2007,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,4.7,4.70000,,,,,
106,EQ_MEAIMM,Coverage of measles immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4433,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,55.6,55.60000,,,,,
107,EQ_MEAIMM,Coverage of measles immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4433,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,RUR,Rural,,,,,47.3,47.30000,,,,,
108,EQ_MEAIMM,Coverage of measles immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4433,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ2,Q2,,61.0,61.00000,,,,,
109,EQ_MEAIMM,Coverage of measles immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4433,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ4,Q4,,85.3,85.30000,,,,,
110,EQ_MEAIMM,Coverage of measles immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4433,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,EDLVL12PLUSYR,12+ years,,,,,,,,,,,83.7,83.70000,,,,,
111,EQ_MEAIMM,Coverage of measles immunization,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4433,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ2,Q2,,50.4,50.40000,,,,,
112,EQ_HOUSENETS,Households that have a bednet for sleeping (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2007.0,2007,,AFR,2007,2007,Africa,,NGA,Nigeria,,,,,,,,,,,RUR,Rural,,,,,4.0,4.00000,,,,,
113,EQ_HOUSENETS,Households that have a bednet for sleeping (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2007.0,2007,,AFR,2007,2007,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ4,Q4,,5.8,5.80000,,,,,
114,EQ_U5SLEPTNETS,Children under five who slept under a bednet the previous night (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,,,,,,,RUR,Rural,,,,,7.3,7.25355,,,,,
115,EQ_U5SLEPTNETS,Children under five who slept under a bednet the previous night (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,EDLVL06TO11YR,6-11 years,,,,,,,,,,,2.9,2.90657,,,,,
116,EQ_U5SLEPTNETS,Children under five who slept under a bednet the previous night (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ4,Q4,,4.5,4.47725,,,,,
117,EQ_U5SLEPTNETS,Children under five who slept under a bednet the previous night (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,12.3,12.34643,,,,,
118,EQ_HOUSENETS,Households that have a bednet for sleeping (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,17.0,17.00000,,,,,
119,EQ_HOUSENETS,Households that have a bednet for sleeping (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,EDLVL00TO05YR,0-5 years,,,,,,,,,,,38.5,38.50000,,,,,
120,EQ_HOUSENETS,Households that have a bednet for sleeping (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,EDLVL12PLUSYR,12+ years,,,,,,,,,,,41.5,41.50000,,,,,
121,EQ_HOUSENETS,Households that have a bednet for sleeping (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ2,Q2,,42.1,42.10000,,,,,
122,EQ_HOUSENETS,Households that have a bednet for sleeping (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,,,,,,,URB,Urban,,,,,48.2,48.20000,,,,,
123,EQ_HOUSENETS,Households that have a bednet for sleeping (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,EDLVL00TO05YR,0-5 years,,,,,,,,,,,49.7,49.70000,,,,,
124,EQ_HOUSENETS,Households that have a bednet for sleeping (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ5,Q5 (Richest),,48.6,48.60000,,,,,
125,EQ_ITN,Households with at least one ITN for sleeping (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,,,,,,,RUR,Rural,,,,,55.2,55.23866,,,,,
126,EQ_ITN,Households with at least one ITN for sleeping (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,EDLVL06TO11YR,6-11 years,,,,,,,,,,,43.8,43.77211,,,,,
127,EQ_ITNUNDER5,Children under five who slept under an ITN the previous night (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,,,,,,,URB,Urban,,,,,0.6,0.61334,,,,,
128,EQ_ITNUNDER5,Children under five who slept under an ITN the previous night (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,EDLVL00TO05YR,0-5 years,,,,,,,,,,,0.6,0.55382,,,,,
129,EQ_ITNUNDER5,Children under five who slept under an ITN the previous night (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ3,Q3,,0.1,0.06600,,,,,
130,EQ_HOUSENETS,Households that have a bednet for sleeping (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ2,Q2,,13.5,13.50000,,,,,
131,EQ_HOUSENETS,Households that have a bednet for sleeping (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ4,Q4,,12.0,12.00000,,,,,
132,EQ_U5SLEPTNETS,Children under five who slept under a bednet the previous night (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ4,Q4,,8.8,8.76598,,,,,
133,EQ_U5SLEPTNETS,Children under five who slept under a bednet the previous night (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,EDLVL12PLUSYR,12+ years,,,,,,,,,,,23.7,23.74048,,,,,
134,EQ_U5SLEPTNETS,Children under five who slept under a bednet the previous night (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ2,Q2,,20.8,20.78706,,,,,
135,EQ_U5SLEPTNETS,Children under five who slept under a bednet the previous night (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,,,,,,,URB,Urban,,,,,20.3,20.27036,,,,,
136,EQ_U5SLEPTNETS,Children under five who slept under a bednet the previous night (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,EDLVL00TO05YR,0-5 years,,,,,,,,,,,18.3,18.28362,,,,,
137,EQ_U5SLEPTNETS,Children under five who slept under a bednet the previous night (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,EDLVL12PLUSYR,12+ years,,,,,,,,,,,22.1,22.05488,,,,,
138,EQ_ITN,Households with at least one ITN for sleeping (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2007.0,2007,,AFR,2007,2007,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ5,Q5 (Richest),,13.8,13.82043,,,,,
139,EQ_ITN,Households with at least one ITN for sleeping (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,URB,Urban,,,,,8.6,8.57802,,,,,
140,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1990.0,1990,,AFR,1990,1990,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,5.2,5.20000,,,,,
141,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1990.0,1990,,AFR,1990,1990,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ3,Q3,,15.7,15.70000,,,,,
142,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,EDLVL06TO11YR,6-11 years,,,,,,,,,,,27.3,27.30000,,,,,
143,EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4715,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,5.6,5.60000,,,,,
144,EQ_ITN,Households with at least one ITN for sleeping (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ3,Q3,,8.2,8.21223,,,,,
145,EQ_ITN,Households with at least one ITN for sleeping (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ5,Q5 (Richest),,12.8,12.76254,,,,,
146,EQ_ITN,Households with at least one ITN for sleeping (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,EDLVL06TO11YR,6-11 years,,,,,,,,,,,27.6,27.61640,,,,,
147,EQ_ITN,Households with at least one ITN for sleeping (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,39.1,39.10694,,,,,
148,EQ_ITN,Households with at least one ITN for sleeping (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ3,Q3,,27.4,27.38391,,,,,
149,EQ_U5SLEPTNETS,Children under five who slept under a bednet the previous night (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,RUR,Rural,,,,,12.9,12.94091,,,,,
150,EQ_U5SLEPTNETS,Children under five who slept under a bednet the previous night (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ2,Q2,,12.2,12.17801,,,,,
151,EQ_ITNUNDER5,Children under five who slept under an ITN the previous night (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ3,Q3,,6.2,6.21059,,,,,
152,EQ_ITNUNDER5,Children under five who slept under an ITN the previous night (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,EDLVL06TO11YR,6-11 years,,,,,,,,,,,14.1,14.06089,,,,,
153,EQ_ITNUNDER5,Children under five who slept under an ITN the previous night (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,20.5,20.49501,,,,,
154,EQ_ITNUNDER5,Children under five who slept under an ITN the previous night (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,16.7,16.72667,,,,,
155,EQ_ITNUNDER5,Children under five who slept under an ITN the previous night (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4439,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,,,,,,,RUR,Rural,,,,,15.8,15.77686,,,,,
156,EQ_SBA,Coverage of skilled birth attendance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4714,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,RUR,Rural,,,,,27.7,27.70000,,,,,
157,EQ_STUNT,Prevalence of (moderate or severe) stunting in children,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4712,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1990.0,1990,,AFR,1990,1990,Africa,,NGA,Nigeria,,,,,EDLVL00TO05YR,0-5 years,,,,,,,,,,,45.6,45.60000,,,,,
