index,GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),EDUCATIONLEVEL (CODE),EDUCATIONLEVEL (DISPLAY),EDUCATIONLEVEL (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),WEALTHQUINTILE (CODE),WEALTHQUINTILE (DISPLAY),WEALTHQUINTILE (URL),DHSMICSGEOREGION (CODE),DHSMICSGEOREGION (DISPLAY),DHSMICSGEOREGION (URL),WEALTHDECILE (CODE),WEALTHDECILE (DISPLAY),WEALTHDECILE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
69,stunt3,Stunting prevalence in children aged < 3 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3346,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,NHLM,None,,,,,,,,,,,,,,,,,51.0 [47.2-54.7],50.96569,47.1715,54.74878,,,
70,stunt3,Stunting prevalence in children aged < 3 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3346,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,SHLM,Secondary or higher,,,,,,,,,,,,,,,,,22.6 [18.4-27.4],22.55734,18.38679,27.35678,,,
71,bcgv,BCG immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3325,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2007.0,2007,,AFR,2007,2007,Africa,,NGA,Nigeria,,,,,PRLM,Primary,,,,,,,,,,,,,,,,,70.7 [65.8-75.1],70.68240,65.79617,75.13441,,,
72,cpmo,Contraceptive prevalence - modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3334,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2007.0,2007,,AFR,2007,2007,Africa,,NGA,Nigeria,,,,,PRLM,Primary,,,,,,,,,,,,,,,,,12.2 [10.5-14.1],12.18960,10.47424,14.14151,,,
73,ebreast,Early initiation of breastfeeding (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3336,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2007.0,2007,,AFR,2007,2007,Africa,,NGA,Nigeria,,,,,SHLM,Secondary or higher,,,,,,,,,,,,,,,,,30.3 [27.2-33.7],30.33289,27.1629,33.70166,,,
74,ebreast5,Early initiation of breastfeeding (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3336,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2007.0,2007,,AFR,2007,2007,Africa,,NGA,Nigeria,,,,,PRLM,Primary,,,,,,,,,,,,,,,,,No data,,,,,,Not available.
75,fpsmo,Demand for family planning satisfied - modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3813,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2007.0,2007,,AFR,2007,2007,Africa,,NGA,Nigeria,,,,,NHLM,None,,,,,,,,,,,,,,,,,11.7 [9.6-14.2],11.69083,9.60056,14.16488,,,
76,fpsmo,Demand for family planning satisfied - modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3813,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2007.0,2007,,AFR,2007,2007,Africa,,NGA,Nigeria,,,,,SHLM,Secondary or higher,,,,,,,,,,,,,,,,,47.5 [43.4-51.5],47.46187,43.43623,51.52078,,,
77,uweight3,Underweight prevalence in children aged < 3 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3347,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2007.0,2007,,AFR,2007,2007,Africa,,NGA,Nigeria,,,,,PRLM,Primary,,,,,,,,,,,,,,,,,No data,,,,,,Not available.
78,wast3,Wasting prevalence in children aged < 3 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4487,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2007.0,2007,,AFR,2007,2007,Africa,,NGA,Nigeria,,,,,PRLM,Primary,,,,,,,,,,,,,,,,,No data,,,,,,Not available.
79,dptv,DTP3 immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3335,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,NHLM,None,,,,,,,,,,,,,,,,,10.9 [9.3-12.8],10.93668,9.29919,12.82176,,,
80,ebreast5,Early initiation of breastfeeding (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3336,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,PRLM,Primary,,,,,,,,,,,,,,,,,44.0 [41.5-46.6],44.04467,41.54737,46.57248,,,
81,fullv,Full immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3317,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,PRLM,Primary,,,,,,,,,,,,,,,,,23.1 [20.2-26.4],23.12890,20.17762,26.36924,,,
82,mslv,Measles immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3337,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,NHLM,None,,,,,,,,,,,,,,,,,19.0 [16.8-21.4],18.98371,16.81277,21.36298,,,
83,obesewm,"Obesity prevalence in non-pregnant women aged 15-49 years, BMI >= 30 (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3319,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,PRLM,Primary,,,,,,,,,,,,,,,,,6.7 [6.0-7.5],6.69666,5.95243,7.5265,,,
84,poliov,Polio immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3339,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,PRLM,Primary,,,,,,,,,,,,,,,,,39.1 [35.7-42.6],39.10718,35.69121,42.63335,,,
85,stunt3,Stunting prevalence in children aged < 3 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3346,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,PRLM,Primary,,,,,,,,,,,,,,,,,38.6 [36.4-40.8],38.55529,36.35478,40.8036,,,
86,uweight5,Underweight prevalence in children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3329,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,NHLM,None,,,,,,,,,,,,,,,,,34.5 [32.8-36.2],34.48239,32.76783,36.2383,,,
87,uweight5,Underweight prevalence in children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3329,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,SHLM,Secondary or higher,,,,,,,,,,,,,,,,,11.3 [10.3-12.4],11.30524,10.32748,12.36281,,,
88,bcgv,BCG immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3325,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,NHLM,None,,,,,,,,,,,,,,,,,34.0 [30.1-38.1],33.98965,30.11038,38.09628,,,
89,cpmo,Contraceptive prevalence - modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3334,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,NHLM,None,,,,,,,,,,,,,,,,,3.1 [2.6-3.7],3.07547,2.55898,3.69224,,,
90,dptv,DTP3 immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3335,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,SHLM,Secondary or higher,,,,,,,,,,,,,,,,,71.4 [67.8-74.8],71.41744,67.78316,74.7942,,,
91,ebreast,Early initiation of breastfeeding (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3336,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,PRLM,Primary,,,,,,,,,,,,,,,,,23.0 [20.8-25.4],23.04638,20.84717,25.40312,,,
92,fpsmo,Demand for family planning satisfied - modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3813,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,PRLM,Primary,,,,,,,,,,,,,,,,,No data,,,,,,Not available.
93,mslv,Measles immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3337,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,NHLM,None,,,,,,,,,,,,,,,,,29.6 [26.4-32.9],29.57261,26.40572,32.94928,,,
94,mslv,Measles immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3337,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,SHLM,Secondary or higher,,,,,,,,,,,,,,,,,80.6 [77.9-83.0],80.58083,77.87162,83.03063,,,
95,poliov,Polio immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3339,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,PRLM,Primary,,,,,,,,,,,,,,,,,51.6 [47.2-55.9],51.57771,47.24844,55.88341,,,
96,stunt3,Stunting prevalence in children aged < 3 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3346,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,PRLM,Primary,,,,,,,,,,,,,,,,,No data,,,,,,Not available.
97,uweight3,Underweight prevalence in children aged < 3 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3347,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,NHLM,None,,,,,,,,,,,,,,,,,No data,,,,,,Not available.
98,uweight5,Underweight prevalence in children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3329,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,SHLM,Secondary or higher,,,,,,,,,,,,,,,,,12.1 [11.0-13.4],12.13508,10.98978,13.38178,,,
99,bcgv,BCG immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3325,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,NHLM,None,,,,,,,,,,,,,,,,,20.7 [18.3-23.4],20.71354,18.27807,23.38068,,,
100,bcgv,BCG immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3325,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,SHLM,Secondary or higher,,,,,,,,,,,,,,,,,86.9 [84.9-88.7],86.94563,84.90883,88.74399,,,
101,cpmo,Contraceptive prevalence - modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3334,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,NHLM,None,,,,,,,,,,,,,,,,,1.7 [1.4-2.1],1.72704,1.43051,2.08374,,,
102,cpmo,Contraceptive prevalence - modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3334,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,SHLM,Secondary or higher,,,,,,,,,,,,,,,,,19.5 [18.3-20.8],19.50758,18.29355,20.78168,,,
103,ebreast,Early initiation of breastfeeding (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3336,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,PRLM,Primary,,,,,,,,,,,,,,,,,36.9 [34.4-39.4],36.87519,34.43597,39.3834,,,
104,ebreast5,Early initiation of breastfeeding (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3336,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,NHLM,None,,,,,,,,,,,,,,,,,30.2 [28.2-32.2],30.17257,28.23091,32.18789,,,
105,fpsmo,Demand for family planning satisfied - modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3813,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,PRLM,Primary,,,,,,,,,,,,,,,,,34.8 [32.2-37.5],34.81034,32.17603,37.54096,,,
106,fullv,Full immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3317,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,NHLM,None,,,,,,,,,,,,,,,,,7.1 [5.7-8.8],7.10004,5.72006,8.78193,,,
107,mslv,Measles immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3337,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,SHLM,Secondary or higher,,,,,,,,,,,,,,,,,72.3 [69.6-74.9],72.34455,69.58911,74.94023,,,
108,obesewm,"Obesity prevalence in non-pregnant women aged 15-49 years, BMI >= 30 (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3319,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,NHLM,None,,,,,,,,,,,,,,,,,3.6 [3.1-4.3],3.61802,3.07063,4.2587,,,
109,uweight3,Underweight prevalence in children aged < 3 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3347,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,NHLM,None,,,,,,,,,,,,,,,,,40.8 [38.8-42.8],40.78140,38.76145,42.83299,,,
110,uweight3,Underweight prevalence in children aged < 3 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3347,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,SHLM,Secondary or higher,,,,,,,,,,,,,,,,,17.0 [15.4-18.7],16.97977,15.39395,18.69286,,,
111,wast3,Wasting prevalence in children aged < 3 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4487,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,NHLM,None,,,,,,,,,,,,,,,,,26.8 [25.2-28.6],26.83673,25.18216,28.5585,,,
112,wast3,Wasting prevalence in children aged < 3 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4487,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,SHLM,Secondary or higher,,,,,,,,,,,,,,,,,16.5 [15.1-18.0],16.51622,15.14252,17.98812,,,
113,cpmo,Contraceptive prevalence - modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3334,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1999.0,1999,,AFR,1999,1999,Africa,,NGA,Nigeria,,YEARS15-19,15-19 years,,,,,,,,,,,,,,,,,,,,1.2 [0.6-2.7],1.24464,0.56728,2.70877,,,
114,cpmo,Contraceptive prevalence - modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3334,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,YEARS20-49,20-49 years,,,,,,,,,,,,,,,,,,,,8.7 [7.8-9.8],8.74807,7.80628,9.79142,,,
115,cpmo,Contraceptive prevalence - modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3334,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,YEARS20-49,20-49 years,,,,,,,,,,,,,,,,,,,,10.3 [9.7-11.0],10.30808,9.66087,10.99338,,,
116,bcgv,BCG immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3325,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1999.0,1999,,AFR,1999,1999,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ2,Q2,,,,,,,,No data,,,,,,Not available.
117,bcgv,BCG immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3325,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1999.0,1999,,AFR,1999,1999,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ4,Q4,,,,,,,,No data,,,,,,Not available.
118,cpmo,Contraceptive prevalence - modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3334,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1999.0,1999,,AFR,1999,1999,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ5,Q5 (Richest),,,,,,,,No data,,,,,,Not available.
119,dptv,DTP3 immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3335,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1999.0,1999,,AFR,1999,1999,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,,,,,,,No data,,,,,,Not available.
120,dptv,DTP3 immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3335,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1999.0,1999,,AFR,1999,1999,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ3,Q3,,,,,,,,No data,,,,,,Not available.
121,ebreast,Early initiation of breastfeeding (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3336,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1999.0,1999,,AFR,1999,1999,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ5,Q5 (Richest),,,,,,,,No data,,,,,,Not available.
122,ebreast5,Early initiation of breastfeeding (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3336,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1999.0,1999,,AFR,1999,1999,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ2,Q2,,,,,,,,No data,,,,,,Not available.
123,fullv,Full immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3317,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1999.0,1999,,AFR,1999,1999,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,,,,,,,No data,,,,,,Not available.
124,fullv,Full immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3317,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1999.0,1999,,AFR,1999,1999,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ3,Q3,,,,,,,,No data,,,,,,Not available.
125,obesewm,"Obesity prevalence in non-pregnant women aged 15-49 years, BMI >= 30 (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3319,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1999.0,1999,,AFR,1999,1999,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ5,Q5 (Richest),,,,,,,,No data,,,,,,Not available.
126,stunt3,Stunting prevalence in children aged < 3 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3346,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1999.0,1999,,AFR,1999,1999,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ2,Q2,,,,,,,,No data,,,,,,Not available.
127,uweight3,Underweight prevalence in children aged < 3 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3347,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1999.0,1999,,AFR,1999,1999,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ5,Q5 (Richest),,,,,,,,No data,,,,,,Not available.
128,uweight5,Underweight prevalence in children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3329,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1999.0,1999,,AFR,1999,1999,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ2,Q2,,,,,,,,No data,,,,,,Not available.
129,wast3,Wasting prevalence in children aged < 3 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4487,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1999.0,1999,,AFR,1999,1999,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,,,,,,,No data,,,,,,Not available.
130,bcgv,BCG immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3325,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ5,Q5 (Richest),,,,,,,,91.4 [84.1-95.5],91.38300,84.10899,95.50529,,,
131,cpmo,Contraceptive prevalence - modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3334,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,,,,,,,3.6 [2.4-5.3],3.58410,2.42939,5.25809,,,
132,dptv,DTP3 immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3335,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ4,Q4,,,,,,,,23.0 [16.6-31.1],23.04778,16.58475,31.0907,,,
133,ebreast,Early initiation of breastfeeding (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3336,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,,,,,,,24.4 [19.8-29.7],24.41744,19.83732,29.66373,,,
134,ebreast5,Early initiation of breastfeeding (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3336,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,,,,,,,24.6 [20.1-29.7],24.57622,20.09571,29.68458,,,
135,ebreast5,Early initiation of breastfeeding (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3336,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ3,Q3,,,,,,,,36.2 [30.6-42.2],36.22272,30.6417,42.20175,,,
136,fpsmo,Demand for family planning satisfied - modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3813,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ2,Q2,,,,,,,,13.5 [9.3-19.2],13.50658,9.29639,19.21947,,,
137,fullv,Full immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3317,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ4,Q4,,,,,,,,11.4 [7.5-16.9],11.40790,7.53608,16.90525,,,
138,mslv,Measles immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3337,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ2,Q2,,,,,,,,22.9 [16.4-31.0],22.90393,16.42527,30.99041,,,
139,obesewm,"Obesity prevalence in non-pregnant women aged 15-49 years, BMI >= 30 (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3319,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,,,,,,,2.1 [1.2-3.6],2.08840,1.19171,3.63498,,,
